index,LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
6149,PAK,CROPYIELD,RICE,THND_HA,A,1998,2423.600056,
6150,PAK,CROPYIELD,RICE,THND_HA,A,1999,2515.00001,
6151,PAK,CROPYIELD,RICE,THND_HA,A,2000,2376.59995,
6152,PAK,CROPYIELD,RICE,THND_HA,A,2001,2114.199975,
6153,PAK,CROPYIELD,RICE,THND_HA,A,2002,2225.000066,
6154,PAK,CROPYIELD,RICE,THND_HA,A,2003,2460.999939,
6155,PAK,CROPYIELD,RICE,THND_HA,A,2004,2519.600046,
6156,PAK,CROPYIELD,RICE,THND_HA,A,2005,2621.399952,
6157,PAK,CROPYIELD,RICE,THND_HA,A,2006,2581.000006,
6158,PAK,CROPYIELD,RICE,THND_HA,A,2007,2515.000045,
6159,PAK,CROPYIELD,RICE,THND_HA,A,2008,2962.000007,
6160,PAK,CROPYIELD,RICE,THND_HA,A,2009,2883.00004,
6161,PAK,CROPYIELD,RICE,THND_HA,A,2010,2365.00006,
6162,PAK,CROPYIELD,RICE,THND_HA,A,2011,2571.000035,
6163,PAK,CROPYIELD,RICE,THND_HA,A,2012,2308.999963,
6164,PAK,CROPYIELD,RICE,THND_HA,A,2013,2789.000074,
6165,PAK,CROPYIELD,RICE,THND_HA,A,2014,2890.999908,
6166,PAK,CROPYIELD,RICE,THND_HA,A,2015,2739.999906,
6167,PAK,CROPYIELD,RICE,THND_HA,A,2016,2702.380918,
6168,PAK,CROPYIELD,RICE,THND_HA,A,2017,2695.755849,
6169,PAK,CROPYIELD,RICE,THND_HA,A,2018,2699.261337,
6170,PAK,CROPYIELD,RICE,THND_HA,A,2019,2696.970082,
6171,PAK,CROPYIELD,RICE,THND_HA,A,2020,2691.572808,
6172,PAK,CROPYIELD,RICE,THND_HA,A,2021,2686.378128,
6173,PAK,CROPYIELD,RICE,THND_HA,A,2022,2681.510976,
6174,PAK,CROPYIELD,RICE,THND_HA,A,2023,2678.386424,
6175,PAK,CROPYIELD,RICE,THND_HA,A,2024,2676.142764,
6176,PAK,CROPYIELD,RICE,THND_HA,A,2025,2673.87557,
6177,ISR,CROPYIELD,RICE,THND_HA,A,1990,1.000000017,
6178,ISR,CROPYIELD,RICE,THND_HA,A,1991,1.000000017,
6179,ISR,CROPYIELD,RICE,THND_HA,A,1992,1.000000017,
6180,ISR,CROPYIELD,RICE,THND_HA,A,1993,1.000000017,
6181,ISR,CROPYIELD,RICE,THND_HA,A,1994,1.000000017,
6182,ISR,CROPYIELD,RICE,THND_HA,A,1995,1.000000017,
6183,ISR,CROPYIELD,RICE,THND_HA,A,1996,1.000000017,
6184,ISR,CROPYIELD,RICE,THND_HA,A,1997,1.000000017,
6185,ISR,CROPYIELD,RICE,THND_HA,A,1998,1.000000017,
6186,ISR,CROPYIELD,RICE,THND_HA,A,1999,1.000000017,
6187,ISR,CROPYIELD,RICE,THND_HA,A,2000,1.000000017,
6188,ISR,CROPYIELD,RICE,THND_HA,A,2001,1.000000017,
6189,ISR,CROPYIELD,RICE,THND_HA,A,2002,1.000000017,
6190,ISR,CROPYIELD,RICE,THND_HA,A,2003,1.000000017,
6191,ISR,CROPYIELD,RICE,THND_HA,A,2004,1.000000017,
6192,ISR,CROPYIELD,RICE,THND_HA,A,2005,1.000000017,
6193,ISR,CROPYIELD,RICE,THND_HA,A,2006,1.000000017,
6194,ISR,CROPYIELD,RICE,THND_HA,A,2007,1.000000017,
6195,ISR,CROPYIELD,RICE,THND_HA,A,2008,1.000000017,
6196,ISR,CROPYIELD,RICE,THND_HA,A,2009,1.000000017,
6197,ISR,CROPYIELD,RICE,THND_HA,A,2010,1.000000017,
6198,ISR,CROPYIELD,RICE,THND_HA,A,2011,1.000000017,
6199,ISR,CROPYIELD,RICE,THND_HA,A,2012,1.000000017,
6200,ISR,CROPYIELD,RICE,THND_HA,A,2013,1.000000017,
6201,ISR,CROPYIELD,RICE,THND_HA,A,2014,1.000000017,
6202,ISR,CROPYIELD,RICE,THND_HA,A,2015,1.000000017,
6203,ISR,CROPYIELD,RICE,THND_HA,A,2016,1.003105468,
6204,ISR,CROPYIELD,RICE,THND_HA,A,2017,1.006711206,
6205,ISR,CROPYIELD,RICE,THND_HA,A,2018,1.01346042,
6206,ISR,CROPYIELD,RICE,THND_HA,A,2019,1.017379656,
6207,ISR,CROPYIELD,RICE,THND_HA,A,2020,1.017847373,
6208,ISR,CROPYIELD,RICE,THND_HA,A,2021,1.016739818,
6209,ISR,CROPYIELD,RICE,THND_HA,A,2022,1.015249737,
6210,ISR,CROPYIELD,RICE,THND_HA,A,2023,1.014939586,
6211,ISR,CROPYIELD,RICE,THND_HA,A,2024,1.014449535,
6212,ISR,CROPYIELD,RICE,THND_HA,A,2025,1.013675029,
6213,NGA,CROPYIELD,RICE,THND_HA,A,1990,1207.999986,
6214,NGA,CROPYIELD,RICE,THND_HA,A,1991,1652.000038,
6215,NGA,CROPYIELD,RICE,THND_HA,A,1992,1664.000065,
6216,NGA,CROPYIELD,RICE,THND_HA,A,1993,1564.000004,
6217,NGA,CROPYIELD,RICE,THND_HA,A,1994,1713.999971,
6218,NGA,CROPYIELD,RICE,THND_HA,A,1995,1874.999908,
6219,NGA,CROPYIELD,RICE,THND_HA,A,1996,1784.000081,
6220,NGA,CROPYIELD,RICE,THND_HA,A,1997,2047.999949,
6221,NGA,CROPYIELD,RICE,THND_HA,A,1998,2043.99994,
6222,NGA,CROPYIELD,RICE,THND_HA,A,1999,2190.999942,
6223,NGA,CROPYIELD,RICE,THND_HA,A,2000,2198.999936,
6224,NGA,CROPYIELD,RICE,THND_HA,A,2001,2116.999997,
6225,NGA,CROPYIELD,RICE,THND_HA,A,2002,2185.000059,
6226,NGA,CROPYIELD,RICE,THND_HA,A,2003,2210.000038,
6227,NGA,CROPYIELD,RICE,THND_HA,A,2004,2348.000013,
6228,NGA,CROPYIELD,RICE,THND_HA,A,2005,2100.000021,
6229,NGA,CROPYIELD,RICE,THND_HA,A,2006,2349.999976,
6230,NGA,CROPYIELD,RICE,THND_HA,A,2007,2451.000058,
6231,NGA,CROPYIELD,RICE,THND_HA,A,2008,2381.999967,
6232,NGA,CROPYIELD,RICE,THND_HA,A,2009,2390.000037,
6233,NGA,CROPYIELD,RICE,THND_HA,A,2010,2554.199971,
6234,NGA,CROPYIELD,RICE,THND_HA,A,2011,2579.599972,
6235,NGA,CROPYIELD,RICE,THND_HA,A,2012,2449.99995,
6236,NGA,CROPYIELD,RICE,THND_HA,A,2013,2600.000084,
6237,NGA,CROPYIELD,RICE,THND_HA,A,2014,2670.000058,
6238,NGA,CROPYIELD,RICE,THND_HA,A,2015,2619.999862,
6239,NGA,CROPYIELD,RICE,THND_HA,A,2016,2575.429668,
6240,NGA,CROPYIELD,RICE,THND_HA,A,2017,2601.12084,
6241,NGA,CROPYIELD,RICE,THND_HA,A,2018,2627.361856,
6242,NGA,CROPYIELD,RICE,THND_HA,A,2019,2653.850437,
6243,NGA,CROPYIELD,RICE,THND_HA,A,2020,2680.386278,
6244,NGA,CROPYIELD,RICE,THND_HA,A,2021,2707.200321,
6245,NGA,CROPYIELD,RICE,THND_HA,A,2022,2734.194743,
6246,NGA,CROPYIELD,RICE,THND_HA,A,2023,2761.51323,
6247,NGA,CROPYIELD,RICE,THND_HA,A,2024,2789.163472,
6248,NGA,CROPYIELD,RICE,THND_HA,A,2025,2817.021452,
6249,MYS,CROPYIELD,RICE,THND_HA,A,1990,681.0000007,
6250,MYS,CROPYIELD,RICE,THND_HA,A,1991,683.9999951,
6251,MYS,CROPYIELD,RICE,THND_HA,A,1992,672.9999973,
6252,MYS,CROPYIELD,RICE,THND_HA,A,1993,693.000002,
6253,MYS,CROPYIELD,RICE,THND_HA,A,1994,699.00002,
6254,MYS,CROPYIELD,RICE,THND_HA,A,1995,672.9999874,
6255,MYS,CROPYIELD,RICE,THND_HA,A,1996,684.9999772,
6256,MYS,CROPYIELD,RICE,THND_HA,A,1997,690.9999849,
6257,MYS,CROPYIELD,RICE,THND_HA,A,1998,674.0000111,
6258,MYS,CROPYIELD,RICE,THND_HA,A,1999,692.4000007,
6259,MYS,CROPYIELD,RICE,THND_HA,A,2000,698.7000194,
6260,MYS,CROPYIELD,RICE,THND_HA,A,2001,673.6000156,
6261,MYS,CROPYIELD,RICE,THND_HA,A,2002,678.500021,
6262,MYS,CROPYIELD,RICE,THND_HA,A,2003,671.799993,
6263,MYS,CROPYIELD,RICE,THND_HA,A,2004,680.7000196,
6264,MYS,CROPYIELD,RICE,THND_HA,A,2005,666.7999747,
6265,MYS,CROPYIELD,RICE,THND_HA,A,2006,675.9999985,
6266,MYS,CROPYIELD,RICE,THND_HA,A,2007,676.0999742,
6267,MYS,CROPYIELD,RICE,THND_HA,A,2008,656.6000029,
6268,MYS,CROPYIELD,RICE,THND_HA,A,2009,674.8999823,
6269,MYS,CROPYIELD,RICE,THND_HA,A,2010,677.9000134,
6270,MYS,CROPYIELD,RICE,THND_HA,A,2011,687.9000009,
6271,MYS,CROPYIELD,RICE,THND_HA,A,2012,684.4999734,
6272,MYS,CROPYIELD,RICE,THND_HA,A,2013,671.700028,
6273,MYS,CROPYIELD,RICE,THND_HA,A,2014,689.7000234,
6274,MYS,CROPYIELD,RICE,THND_HA,A,2015,679.0000129,
6275,MYS,CROPYIELD,RICE,THND_HA,A,2016,676.9562774,
6276,MYS,CROPYIELD,RICE,THND_HA,A,2017,675.540182,
6277,MYS,CROPYIELD,RICE,THND_HA,A,2018,674.8460866,
6278,MYS,CROPYIELD,RICE,THND_HA,A,2019,672.9009924,
6279,MYS,CROPYIELD,RICE,THND_HA,A,2020,670.2909834,
6280,MYS,CROPYIELD,RICE,THND_HA,A,2021,667.9159204,
6281,MYS,CROPYIELD,RICE,THND_HA,A,2022,665.7197947,
6282,MYS,CROPYIELD,RICE,THND_HA,A,2023,663.6119274,
6283,MYS,CROPYIELD,RICE,THND_HA,A,2024,661.4092671,
6284,MYS,CROPYIELD,RICE,THND_HA,A,2025,659.019346,
6285,MOZ,CROPYIELD,RICE,THND_TONNE,A,1990,64.0,
6286,MOZ,CROPYIELD,RICE,THND_TONNE,A,1991,37.4,
6287,MOZ,CROPYIELD,RICE,THND_TONNE,A,1992,22.0,
6288,MOZ,CROPYIELD,RICE,THND_TONNE,A,1993,44.0,
6289,MOZ,CROPYIELD,RICE,THND_TONNE,A,1994,67.5,
6290,MOZ,CROPYIELD,RICE,THND_TONNE,A,1995,75.4,
6291,MOZ,CROPYIELD,RICE,THND_TONNE,A,1996,92.7,
6292,MOZ,CROPYIELD,RICE,THND_TONNE,A,1997,120.1,
6293,MOZ,CROPYIELD,RICE,THND_TONNE,A,1998,127.4637031,
6294,MOZ,CROPYIELD,RICE,THND_TONNE,A,1999,124.1287031,
6295,MOZ,CROPYIELD,RICE,THND_TONNE,A,2000,100.9837969,
6296,MOZ,CROPYIELD,RICE,THND_TONNE,A,2001,111.3222969,
6297,MOZ,CROPYIELD,RICE,THND_TONNE,A,2002,111.9892969,
6298,MOZ,CROPYIELD,RICE,THND_TONNE,A,2003,133.6667969,
6299,MOZ,CROPYIELD,RICE,THND_TONNE,A,2004,118.3257969,
6300,MOZ,CROPYIELD,RICE,THND_TONNE,A,2005,115.7912031,
6301,MOZ,CROPYIELD,RICE,THND_TONNE,A,2006,121.7942031,
6302,MOZ,CROPYIELD,RICE,THND_TONNE,A,2007,130.732,
6303,MOZ,CROPYIELD,RICE,THND_TONNE,A,2008,126.73,
6304,MOZ,CROPYIELD,RICE,THND_TONNE,A,2009,173.42,
6305,MOZ,CROPYIELD,RICE,THND_TONNE,A,2010,171.7525,
6306,MOZ,CROPYIELD,RICE,THND_TONNE,A,2011,181.0237969,
6307,MOZ,CROPYIELD,RICE,THND_TONNE,A,2012,228.7142969,
6308,MOZ,CROPYIELD,RICE,THND_TONNE,A,2013,227.3135938,
6309,MOZ,CROPYIELD,RICE,THND_TONNE,A,2014,255.5944063,
6310,MOZ,CROPYIELD,RICE,THND_TONNE,A,2015,238.119,
6311,MOZ,CROPYIELD,RICE,THND_TONNE,A,2016,254.8045813,
6312,MOZ,CROPYIELD,RICE,THND_TONNE,A,2017,265.7995148,
6313,MOZ,CROPYIELD,RICE,THND_TONNE,A,2018,271.8582208,
6314,MOZ,CROPYIELD,RICE,THND_TONNE,A,2019,286.630127,
6315,MOZ,CROPYIELD,RICE,THND_TONNE,A,2020,297.0176874,
6316,MOZ,CROPYIELD,RICE,THND_TONNE,A,2021,309.0220909,
6317,MOZ,CROPYIELD,RICE,THND_TONNE,A,2022,321.4613485,
6318,MOZ,CROPYIELD,RICE,THND_TONNE,A,2023,334.0657973,
6319,MOZ,CROPYIELD,RICE,THND_TONNE,A,2024,347.6323941,
6320,MOZ,CROPYIELD,RICE,THND_TONNE,A,2025,361.460282,
6321,KAZ,CROPYIELD,WHEAT,THND_TONNE,A,1990,0.0027,
6322,KAZ,CROPYIELD,WHEAT,THND_TONNE,A,1991,9388.999923,
6323,KAZ,CROPYIELD,WHEAT,THND_TONNE,A,1992,18285.0,
6324,KAZ,CROPYIELD,WHEAT,THND_TONNE,A,1993,11585.0,
6325,KAZ,CROPYIELD,WHEAT,THND_TONNE,A,1994,9052.0,
6326,KAZ,CROPYIELD,WHEAT,THND_TONNE,A,1995,7500.0,
6327,KAZ,CROPYIELD,WHEAT,THND_TONNE,A,1996,7678.0,
6328,KAZ,CROPYIELD,WHEAT,THND_TONNE,A,1997,8955.0,
6329,KAZ,CROPYIELD,WHEAT,THND_TONNE,A,1998,5500.0,
6330,KAZ,CROPYIELD,WHEAT,THND_TONNE,A,1999,11242.0,
6331,KAZ,CROPYIELD,WHEAT,THND_TONNE,A,2000,9091.0,
6332,KAZ,CROPYIELD,WHEAT,THND_TONNE,A,2001,12700.0,
6333,KAZ,CROPYIELD,WHEAT,THND_TONNE,A,2002,12674.0,
6334,KAZ,CROPYIELD,WHEAT,THND_TONNE,A,2003,11537.0,
6335,KAZ,CROPYIELD,WHEAT,THND_TONNE,A,2004,9937.0,
6336,KAZ,CROPYIELD,WHEAT,THND_TONNE,A,2005,11198.0,
6337,KAZ,CROPYIELD,WHEAT,THND_TONNE,A,2006,13460.0,
6338,KAZ,CROPYIELD,WHEAT,THND_TONNE,A,2007,16467.0,
6339,KAZ,CROPYIELD,WHEAT,THND_TONNE,A,2008,12538.0,
6340,KAZ,CROPYIELD,WHEAT,THND_TONNE,A,2009,17052.0,
6341,KAZ,CROPYIELD,WHEAT,THND_TONNE,A,2010,9900.0,
6342,KAZ,CROPYIELD,WHEAT,THND_TONNE,A,2011,22700.0,
6343,KAZ,CROPYIELD,WHEAT,THND_TONNE,A,2012,9800.0,
6344,KAZ,CROPYIELD,WHEAT,THND_TONNE,A,2013,13950.0,
6345,KAZ,CROPYIELD,WHEAT,THND_TONNE,A,2014,12997.0,
6346,KAZ,CROPYIELD,WHEAT,THND_TONNE,A,2015,13748.0,
6347,KAZ,CROPYIELD,WHEAT,THND_TONNE,A,2016,13544.80771,
6348,KAZ,CROPYIELD,WHEAT,THND_TONNE,A,2017,13772.37136,
6349,KAZ,CROPYIELD,WHEAT,THND_TONNE,A,2018,13860.11592,
6350,KAZ,CROPYIELD,WHEAT,THND_TONNE,A,2019,13966.27288,
6351,KAZ,CROPYIELD,WHEAT,THND_TONNE,A,2020,14087.66904,
6352,KAZ,CROPYIELD,WHEAT,THND_TONNE,A,2021,14199.91828,
6353,KAZ,CROPYIELD,WHEAT,THND_TONNE,A,2022,14326.38463,
6354,KAZ,CROPYIELD,WHEAT,THND_TONNE,A,2023,14458.18329,
6355,KAZ,CROPYIELD,WHEAT,THND_TONNE,A,2024,14589.97968,
6356,KAZ,CROPYIELD,WHEAT,THND_TONNE,A,2025,14718.06999,
6357,DZA,CROPYIELD,WHEAT,THND_HA,A,1990,1187.999974,
6358,DZA,CROPYIELD,WHEAT,THND_HA,A,1991,1728.999907,
6359,DZA,CROPYIELD,WHEAT,THND_HA,A,1992,1847.999958,
6360,DZA,CROPYIELD,WHEAT,THND_HA,A,1993,1254.999972,
6361,DZA,CROPYIELD,WHEAT,THND_HA,A,1994,892.9999873,
6362,DZA,CROPYIELD,WHEAT,THND_HA,A,1995,1680.999998,
6363,DZA,CROPYIELD,WHEAT,THND_HA,A,1996,2279.000045,
6364,DZA,CROPYIELD,WHEAT,THND_HA,A,1997,824.9999901,
6365,DZA,CROPYIELD,WHEAT,THND_HA,A,1998,2576.999995,
6366,DZA,CROPYIELD,WHEAT,THND_HA,A,1999,1372.000044,
6367,DZA,CROPYIELD,WHEAT,THND_HA,A,2000,826.9999879,
6368,DZA,CROPYIELD,WHEAT,THND_HA,A,2001,1835.999921,
6369,DZA,CROPYIELD,WHEAT,THND_HA,A,2002,1398.000036,
6370,DZA,CROPYIELD,WHEAT,THND_HA,A,2003,2045.999936,
6371,DZA,CROPYIELD,WHEAT,THND_HA,A,2004,2000.000001,
6372,DZA,CROPYIELD,WHEAT,THND_HA,A,2005,1604.000032,
6373,DZA,CROPYIELD,WHEAT,THND_HA,A,2006,1783.999946,
6374,DZA,CROPYIELD,WHEAT,THND_HA,A,2007,1819.999917,
6375,DZA,CROPYIELD,WHEAT,THND_HA,A,2008,1006.999976,
6376,DZA,CROPYIELD,WHEAT,THND_HA,A,2009,1900.000043,
6377,DZA,CROPYIELD,WHEAT,THND_HA,A,2010,2000.000062,
6378,DZA,CROPYIELD,WHEAT,THND_HA,A,2011,2000.0,
6379,DZA,CROPYIELD,WHEAT,THND_HA,A,2012,1966.999952,
6380,DZA,CROPYIELD,WHEAT,THND_HA,A,2013,1966.999936,
6381,DZA,CROPYIELD,WHEAT,THND_HA,A,2014,2000.0,
6382,DZA,CROPYIELD,WHEAT,THND_HA,A,2015,1999.999921,
6383,DZA,CROPYIELD,WHEAT,THND_HA,A,2016,1980.277359,
6384,DZA,CROPYIELD,WHEAT,THND_HA,A,2017,1995.577846,
6385,DZA,CROPYIELD,WHEAT,THND_HA,A,2018,2000.058347,
6386,DZA,CROPYIELD,WHEAT,THND_HA,A,2019,1999.757625,
6387,DZA,CROPYIELD,WHEAT,THND_HA,A,2020,1998.73647,
6388,DZA,CROPYIELD,WHEAT,THND_HA,A,2021,1997.397475,
6389,DZA,CROPYIELD,WHEAT,THND_HA,A,2022,1995.652388,
6390,DZA,CROPYIELD,WHEAT,THND_HA,A,2023,1994.734987,
6391,DZA,CROPYIELD,WHEAT,THND_HA,A,2024,1994.726859,
6392,DZA,CROPYIELD,WHEAT,THND_HA,A,2025,1994.256687,
6393,TZA,CROPYIELD,WHEAT,THND_TONNE,A,1990,84.0,
6394,TZA,CROPYIELD,WHEAT,THND_TONNE,A,1991,65.0,
6395,TZA,CROPYIELD,WHEAT,THND_TONNE,A,1992,59.0,
6396,TZA,CROPYIELD,WHEAT,THND_TONNE,A,1993,59.0,
6397,TZA,CROPYIELD,WHEAT,THND_TONNE,A,1994,75.0,
6398,TZA,CROPYIELD,WHEAT,THND_TONNE,A,1995,84.0,
6399,TZA,CROPYIELD,WHEAT,THND_TONNE,A,1996,78.0,
6400,TZA,CROPYIELD,WHEAT,THND_TONNE,A,1997,111.0,
6401,TZA,CROPYIELD,WHEAT,THND_TONNE,A,1998,129.0,
6402,TZA,CROPYIELD,WHEAT,THND_TONNE,A,1999,82.0,
6403,TZA,CROPYIELD,WHEAT,THND_TONNE,A,2000,33.0,
6404,TZA,CROPYIELD,WHEAT,THND_TONNE,A,2001,89.0,
6405,TZA,CROPYIELD,WHEAT,THND_TONNE,A,2002,77.0,
6406,TZA,CROPYIELD,WHEAT,THND_TONNE,A,2003,74.0,
6407,TZA,CROPYIELD,WHEAT,THND_TONNE,A,2004,67.0,
6408,TZA,CROPYIELD,WHEAT,THND_TONNE,A,2005,94.2,
6409,TZA,CROPYIELD,WHEAT,THND_TONNE,A,2006,110.0,
6410,TZA,CROPYIELD,WHEAT,THND_TONNE,A,2007,82.8,
6411,TZA,CROPYIELD,WHEAT,THND_TONNE,A,2008,43.4,
6412,TZA,CROPYIELD,WHEAT,THND_TONNE,A,2009,82.37,
6413,TZA,CROPYIELD,WHEAT,THND_TONNE,A,2010,62.37,
6414,TZA,CROPYIELD,WHEAT,THND_TONNE,A,2011,112.66,
6415,TZA,CROPYIELD,WHEAT,THND_TONNE,A,2012,108.9,
6416,TZA,CROPYIELD,WHEAT,THND_TONNE,A,2013,104.0,
6417,TZA,CROPYIELD,WHEAT,THND_TONNE,A,2014,167.0,
6418,TZA,CROPYIELD,WHEAT,THND_TONNE,A,2015,110.0,
6419,TZA,CROPYIELD,WHEAT,THND_TONNE,A,2016,120.764661,
6420,TZA,CROPYIELD,WHEAT,THND_TONNE,A,2017,119.2169408,
6421,TZA,CROPYIELD,WHEAT,THND_TONNE,A,2018,119.9812115,
6422,TZA,CROPYIELD,WHEAT,THND_TONNE,A,2019,121.5754711,
6423,TZA,CROPYIELD,WHEAT,THND_TONNE,A,2020,123.5122187,
6424,TZA,CROPYIELD,WHEAT,THND_TONNE,A,2021,125.7158162,
6425,TZA,CROPYIELD,WHEAT,THND_TONNE,A,2022,128.0233105,
6426,TZA,CROPYIELD,WHEAT,THND_TONNE,A,2023,130.2053659,
6427,TZA,CROPYIELD,WHEAT,THND_TONNE,A,2024,132.3524,
6428,TZA,CROPYIELD,WHEAT,THND_TONNE,A,2025,134.3814583,
6429,UKR,CROPYIELD,RICE,THND_HA,A,1990,3.000000034,
6430,UKR,CROPYIELD,RICE,THND_HA,A,1991,22.99999992,
6431,UKR,CROPYIELD,RICE,THND_HA,A,1992,23.9999994,
6432,UKR,CROPYIELD,RICE,THND_HA,A,1993,22.99999965,
6433,UKR,CROPYIELD,RICE,THND_HA,A,1994,21.99999908,
6434,UKR,CROPYIELD,RICE,THND_HA,A,1995,21.99999937,
6435,UKR,CROPYIELD,RICE,THND_HA,A,1996,23.0999991,
6436,UKR,CROPYIELD,RICE,THND_HA,A,1997,22.49999967,
6437,UKR,CROPYIELD,RICE,THND_HA,A,1998,20.70000005,
6438,UKR,CROPYIELD,RICE,THND_HA,A,1999,21.90000018,
6439,UKR,CROPYIELD,RICE,THND_HA,A,2000,25.00000073,
6440,UKR,CROPYIELD,RICE,THND_HA,A,2001,18.90000077,
6441,UKR,CROPYIELD,RICE,THND_HA,A,2002,18.99999993,
6442,UKR,CROPYIELD,RICE,THND_HA,A,2003,22.39999974,
6443,UKR,CROPYIELD,RICE,THND_HA,A,2004,21.29999996,
6444,UKR,CROPYIELD,RICE,THND_HA,A,2005,21.39999951,
6445,UKR,CROPYIELD,RICE,THND_HA,A,2006,21.50000019,
6446,UKR,CROPYIELD,RICE,THND_HA,A,2007,21.10000018,
6447,UKR,CROPYIELD,RICE,THND_HA,A,2008,19.79999938,
6448,UKR,CROPYIELD,RICE,THND_HA,A,2009,24.50000022,
6449,UKR,CROPYIELD,RICE,THND_HA,A,2010,28.99999963,
6450,UKR,CROPYIELD,RICE,THND_HA,A,2011,29.59999984,
6451,UKR,CROPYIELD,RICE,THND_HA,A,2012,25.79999934,
6452,UKR,CROPYIELD,RICE,THND_HA,A,2013,24.19999973,
6453,UKR,CROPYIELD,RICE,THND_HA,A,2014,10.19999978,
6454,UKR,CROPYIELD,RICE,THND_HA,A,2015,11.69999965,
6455,UKR,CROPYIELD,RICE,THND_HA,A,2016,12.16959533,
6456,UKR,CROPYIELD,RICE,THND_HA,A,2017,12.41286492,
6457,UKR,CROPYIELD,RICE,THND_HA,A,2018,12.50173843,
6458,UKR,CROPYIELD,RICE,THND_HA,A,2019,12.51118238,
6459,UKR,CROPYIELD,RICE,THND_HA,A,2020,12.49132811,
6460,UKR,CROPYIELD,RICE,THND_HA,A,2021,12.46286601,
6461,UKR,CROPYIELD,RICE,THND_HA,A,2022,12.43396453,
6462,UKR,CROPYIELD,RICE,THND_HA,A,2023,12.41560569,
6463,UKR,CROPYIELD,RICE,THND_HA,A,2024,12.39621081,
6464,UKR,CROPYIELD,RICE,THND_HA,A,2025,12.3719704,
6465,SDN,CROPYIELD,WHEAT,THND_TONNE,A,1990,680.0,
6466,SDN,CROPYIELD,WHEAT,THND_TONNE,A,1991,895.0,
6467,SDN,CROPYIELD,WHEAT,THND_TONNE,A,1992,453.0,
6468,SDN,CROPYIELD,WHEAT,THND_TONNE,A,1993,461.0,
6469,SDN,CROPYIELD,WHEAT,THND_TONNE,A,1994,448.0,
6470,SDN,CROPYIELD,WHEAT,THND_TONNE,A,1995,527.0,
6471,SDN,CROPYIELD,WHEAT,THND_TONNE,A,1996,642.0,
6472,SDN,CROPYIELD,WHEAT,THND_TONNE,A,1997,597.0,
6473,SDN,CROPYIELD,WHEAT,THND_TONNE,A,1998,168.0,
6474,SDN,CROPYIELD,WHEAT,THND_TONNE,A,1999,214.0,
6475,SDN,CROPYIELD,WHEAT,THND_TONNE,A,2000,334.0,
6476,SDN,CROPYIELD,WHEAT,THND_TONNE,A,2001,247.0,
6477,SDN,CROPYIELD,WHEAT,THND_TONNE,A,2002,364.0,
6478,SDN,CROPYIELD,WHEAT,THND_TONNE,A,2003,332.0,
6479,SDN,CROPYIELD,WHEAT,THND_TONNE,A,2004,435.0,
6480,SDN,CROPYIELD,WHEAT,THND_TONNE,A,2005,416.0,
6481,SDN,CROPYIELD,WHEAT,THND_TONNE,A,2006,669.0,
6482,SDN,CROPYIELD,WHEAT,THND_TONNE,A,2007,587.0,
6483,SDN,CROPYIELD,WHEAT,THND_TONNE,A,2008,642.0,
6484,SDN,CROPYIELD,WHEAT,THND_TONNE,A,2009,403.0,
6485,SDN,CROPYIELD,WHEAT,THND_TONNE,A,2010,292.0,
6486,SDN,CROPYIELD,WHEAT,THND_TONNE,A,2011,324.0,
6487,SDN,CROPYIELD,WHEAT,THND_TONNE,A,2012,265.0,
6488,SDN,CROPYIELD,WHEAT,THND_TONNE,A,2013,194.0,
6489,SDN,CROPYIELD,WHEAT,THND_TONNE,A,2014,473.0,
6490,SDN,CROPYIELD,WHEAT,THND_TONNE,A,2015,485.0,
6491,SDN,CROPYIELD,WHEAT,THND_TONNE,A,2016,435.0014292,
6492,SDN,CROPYIELD,WHEAT,THND_TONNE,A,2017,446.8412407,
6493,SDN,CROPYIELD,WHEAT,THND_TONNE,A,2018,456.6951975,
6494,SDN,CROPYIELD,WHEAT,THND_TONNE,A,2019,467.6855271,
6495,SDN,CROPYIELD,WHEAT,THND_TONNE,A,2020,479.3830093,
6496,SDN,CROPYIELD,WHEAT,THND_TONNE,A,2021,491.6569046,
6497,SDN,CROPYIELD,WHEAT,THND_TONNE,A,2022,504.6202743,
6498,SDN,CROPYIELD,WHEAT,THND_TONNE,A,2023,517.6091327,
6499,SDN,CROPYIELD,WHEAT,THND_TONNE,A,2024,530.8207403,
6500,SDN,CROPYIELD,WHEAT,THND_TONNE,A,2025,544.1741214,
6501,EGY,CROPYIELD,RICE,THND_HA,A,1990,435.0000204,
6502,EGY,CROPYIELD,RICE,THND_HA,A,1991,461.9999975,
6503,EGY,CROPYIELD,RICE,THND_HA,A,1992,551.9999939,
6504,EGY,CROPYIELD,RICE,THND_HA,A,1993,580.9999818,
6505,EGY,CROPYIELD,RICE,THND_HA,A,1994,578.9999821,
6506,EGY,CROPYIELD,RICE,THND_HA,A,1995,587.9999794,
6507,EGY,CROPYIELD,RICE,THND_HA,A,1996,590.9999889,
6508,EGY,CROPYIELD,RICE,THND_HA,A,1997,651.0000177,
6509,EGY,CROPYIELD,RICE,THND_HA,A,1998,517.699989,
6510,EGY,CROPYIELD,RICE,THND_HA,A,1999,655.0000134,
6511,EGY,CROPYIELD,RICE,THND_HA,A,2000,659.00002,
6512,EGY,CROPYIELD,RICE,THND_HA,A,2001,563.3000014,
